ID,City,Country,Latitude,Longitude,Elevation(m),LST_Day_MODIS_1KM(øC),LST_Night_MODIS_1KM(øC),NDVI,NDBI,Precipitation(MM.HR),WindSpeed(SM/S),Evapotranspiration(	kg/m^2/8day),Surface_Soil_ Moisture(MM),Population,Year
339,GreaterToronto Area,Canada,43.65,-79.38,76,17.09,5.85,0.354,-0.134,0.083,396.0,13.45,7.99,6313182,2016
340,GreaterToronto Area,Canada,43.65,-79.38,76,,,0.355,-0.129,0.112,403.0,14.68,9.86,6384733,2017
341,GreaterToronto Area,Canada,43.65,-79.38,76,,,0.365,-0.15,0.109,,16.1,7.66,5452490,2018
342,Shanghai,China,31.23,121.47,4,22.57,14.43,0.395,-0.21,0.143,397.0,,,16407700,2000
343,Shanghai,China,31.23,121.47,4,20.04,11.76,0.364,-0.176,0.153,387.0,14.44,,16683300,2001
344,Shanghai,China,31.23,121.47,4,20.79,13.16,0.381,-0.161,0.157,369.0,14.69,,17129700,2002
345,Shanghai,China,31.23,121.47,4,21.27,12.91,0.358,-0.157,0.09,377.0,15.44,,17658400,2003
346,Shanghai,China,31.23,121.47,4,21.21,12.99,0.363,-0.17,0.115,385.0,13.78,,18349800,2004
347,Shanghai,China,31.23,121.47,4,21.08,12.57,0.362,-0.155,0.118,375.0,14.15,,18902600,2005
348,Shanghai,China,31.23,121.47,4,20.78,13.24,0.355,-0.163,0.126,368.0,14.34,,19641100,2006
349,Shanghai,China,31.23,121.47,4,21.24,13.14,0.366,-0.16,0.131,375.0,14.69,,20635800,2007
350,Shanghai,China,31.23,121.47,4,20.59,12.48,0.342,-0.168,0.125,360.0,13.25,,21406500,2008
351,Shanghai,China,31.23,121.47,4,20.94,12.63,0.332,-0.155,0.149,370.0,13.38,,22102800,2009
352,Shanghai,China,31.23,121.47,4,20.72,12.82,0.366,-0.159,0.136,385.0,14.47,,23019196,2010
353,Shanghai,China,31.23,121.47,4,20.69,12.29,0.357,-0.16,0.124,380.0,12.9,,23474600,2011
354,Shanghai,China,31.23,121.47,4,20.17,12.01,0.373,-0.165,0.15,402.0,14.34,,23710000,2012
355,Shanghai,China,31.23,121.47,4,21.86,13.17,0.365,-0.164,0.123,406.0,13.85,,23970000,2013
356,Shanghai,China,31.23,121.47,4,21.36,12.52,0.378,-0.153,0.15,379.0,13.3,,24030000,2014
357,Shanghai,China,31.23,121.47,4,21.37,12.26,0.402,-0.155,0.187,358.0,13.87,13.63,24090000,2015
358,Shanghai,China,31.23,121.47,4,21.85,13.89,0.381,-0.137,0.193,373.0,14.92,13.37,24150000,2016
359,Shanghai,China,31.23,121.47,4,,,0.395,-0.141,0.156,361.0,14.15,13.06,24180000,2017
360,Shanghai,China,31.23,121.47,4,,,0.392,-0.151,0.164,,17.64,13.43,24258000,2018
361,San Fransicso,USA,10.43,-83.64,16,22.34,10.58,0.269,-0.066,0.084,388.0,,,777340,2000
362,San Fransicso,USA,10.43,-83.64,16,21.68,9.38,0.256,-0.044,0.092,392.0,14.0,,777613,2001
363,San Fransicso,USA,10.43,-83.64,16,21.12,9.75,0.271,-0.041,0.069,366.0,14.84,,766862,2002
364,San Fransicso,USA,10.43,-83.64,16,21.59,10.13,0.279,-0.052,0.064,370.0,15.95,,757638,2003
365,San Fransicso,USA,10.43,-83.64,16,21.25,10.37,0.273,-0.043,0.072,382.0,15.85,,750133,2004
366,San Fransicso,USA,10.43,-83.64,16,20.69,9.76,0.281,-0.054,0.101,375.0,16.43,,748846,2005
367,San Fransicso,USA,10.43,-83.64,16,20.6,9.6,0.28,-0.059,0.087,362.0,16.06,,751431,2006
368,San Fransicso,USA,10.43,-83.64,16,20.45,9.38,0.268,-0.051,0.047,386.0,15.59,,758348,2007
369,San Fransicso,USA,10.43,-83.64,16,20.75,9.53,0.261,-0.044,0.065,393.0,13.91,,767067,2008
370,San Fransicso,USA,10.43,-83.64,16,20.73,9.45,0.269,-0.049,0.067,392.0,14.51,,774347,2009
371,San Fransicso,USA,10.43,-83.64,16,19.78,9.08,0.262,-0.07,0.084,387.0,15.61,,774347,2010
372,San Fransicso,USA,10.43,-83.64,16,20.22,9.22,0.288,-0.061,0.058,377.0,16.11,,816294,2011
373,San Fransicso,USA,10.43,-83.64,16,20.54,9.37,0.274,-0.058,0.071,384.0,15.34,,830406,2012
374,San Fransicso,USA,10.43,-83.64,16,21.03,9.67,0.265,-0.044,0.027,362.0,14.65,,841270,2013
375,San Fransicso,USA,10.43,-83.64,16,22.06,11.17,0.263,-0.043,0.07,347.0,14.29,,853258,2014
376,San Fransicso,USA,10.43,-83.64,16,21.87,10.89,0.262,-0.03,0.042,337.0,14.79,,866320,2015
377,San Fransicso,USA,10.43,-83.64,16,21.56,10.2,0.277,-0.045,0.074,368.0,15.35,,876103,2016
378,San Fransicso,USA,10.43,-83.64,16,15.62,,0.277,-0.05,0.08,431.0,15.47,,884363,2017
379,San Fransicso,USA,10.43,-83.64,16,,,0.265,-0.042,0.056,,16.4,,889792,2018
